FID_,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,MEDIAN,PCT90
0,38023.000000000000000,2376.437500000000000,0.000000000000000,3.583404541020000,3.583404541020000,0.729336338812000,0.406591707011000,27731.555610700001125,0.700401306152000,1.166397094730000
