FID_,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,MEDIAN,PCT90
0,38025.000000000000000,2376.562500000000000,0.000000000000000,3.655403137210000,3.655403137210000,0.352886806992000,0.345956033269000,13418.520835900000748,0.282096862793000,0.511795043945000
